"","Contig","moduleColor"
"665","Phel_clc_contig_8695","lightgreen"
"666","Phel_clc_contig_5769","lightgreen"
"667","Phel_clc_contig_13542","lightyellow"
"668","Phel_clc_contig_2658","lightyellow"
"669","Phel_clc_contig_2923","brown"
"670","Phel_clc_contig_4183","lightyellow"
"671","Phel_clc_contig_14016","greenyellow"
"672","Phel_clc_contig_11189","lightgreen"
"673","Phel_clc_contig_6927","lightgreen"
"674","Phel_clc_contig_6963","lightgreen"
"675","Phel_clc_contig_162","salmon"
"676","Phel_clc_contig_4915","salmon"
"677","Phel_clc_contig_15186","yellow"
"678","Phel_clc_contig_6374","lightyellow"
"679","Phel_clc_contig_847","salmon"
"680","Phel_clc_contig_223","yellow"
"681","Phel_clc_contig_4273","yellow"
"682","Phel_clc_contig_903","yellow"
"683","Phel_clc_contig_1930","greenyellow"
"684","Phel_clc_contig_229","greenyellow"
"685","Phel_clc_contig_1944","greenyellow"
"686","Phel_clc_contig_892","tan"
"687","Phel_clc_contig_175","tan"
"688","Phel_clc_contig_3148","tan"
"689","Phel_clc_contig_396","tan"
"690","Phel_clc_contig_5604","tan"
"691","Phel_clc_contig_8476","tan"
"692","Phel_clc_contig_331","tan"
"693","Phel_clc_contig_5780","tan"
"694","Phel_clc_contig_11551","royalblue"
"695","Phel_clc_contig_2646","salmon"
"696","Phel_clc_contig_8419","salmon"
"697","Phel_clc_contig_7468","red"
"698","Phel_clc_contig_886","red"
"699","Phel_clc_contig_1546","lightyellow"
"700","Phel_clc_contig_4016","yellow"
"701","Phel_clc_contig_1784","lightcyan"
"702","Phel_clc_contig_1027","lightcyan"
"703","Phel_clc_contig_4867","lightcyan"
"704","Phel_clc_contig_2167","brown"
"705","Phel_clc_contig_2604","lightcyan"
"706","Phel_clc_contig_6209","lightcyan"
"707","Phel_clc_contig_717","tan"
"708","Phel_clc_contig_919","tan"
"709","Phel_clc_contig_3355","brown"
"710","Phel_clc_contig_3001","brown"
"711","Phel_clc_contig_264","brown"
"712","Phel_clc_contig_6828","brown"
"713","Phel_clc_contig_1521","red"
"714","Phel_clc_contig_43","tan"
"715","Phel_clc_contig_1512","red"
"716","Phel_clc_contig_224","red"
"717","Phel_clc_contig_6916","red"
"718","Phel_clc_contig_1199","purple"
"719","Phel_clc_contig_6046","purple"
"720","Phel_clc_contig_7478","purple"
"721","Phel_clc_contig_1398","brown"
"722","Phel_clc_contig_2063","brown"
"723","Phel_clc_contig_4057","brown"
"724","Phel_clc_contig_505","red"
"725","Phel_clc_contig_3706","magenta"
"726","Phel_clc_contig_4592","yellow"
"727","Phel_clc_contig_171","blue"
"728","Phel_clc_contig_1970","red"
"729","Phel_clc_contig_2728","royalblue"
"730","Phel_clc_contig_6928","lightcyan"
"731","Phel_clc_contig_14520","red"
"732","Phel_clc_contig_8698","royalblue"
"733","Phel_clc_contig_4454","brown"
"734","Phel_clc_contig_9346","brown"
"735","Phel_clc_contig_7751","brown"
"736","Phel_clc_contig_755","lightyellow"
"737","Phel_clc_contig_817","lightcyan"
"738","Phel_clc_contig_840","brown"
"739","Phel_clc_contig_9460","lightcyan"
"740","Phel_clc_contig_12963","royalblue"
"741","Phel_clc_contig_18315","grey60"
"742","Phel_clc_contig_13204","lightcyan"
"743","Phel_clc_contig_2677","darkred"
"744","Phel_clc_contig_12958","royalblue"
"745","Phel_clc_contig_2921","lightcyan"
"746","Phel_clc_contig_4685","grey60"
"747","Phel_clc_contig_23628","blue"
"748","Phel_clc_contig_5567","grey60"
"749","Phel_clc_contig_1128","cyan"
"750","Phel_clc_contig_13848","cyan"
"751","Phel_clc_contig_1891","cyan"
"752","Phel_clc_contig_2345","cyan"
"753","Phel_clc_contig_4121","grey60"
"754","Phel_clc_contig_7077","cyan"
"755","Phel_clc_contig_10765","lightcyan"
"756","Phel_clc_contig_6713","tan"
"757","Phel_clc_contig_20276","red"
"758","Phel_clc_contig_5301","grey60"
"759","Phel_clc_contig_3815","red"
"760","Phel_clc_contig_11063","royalblue"
"761","Phel_clc_contig_13562","royalblue"
"762","Phel_clc_contig_15329","red"
"763","Phel_clc_contig_6826","purple"
"764","Phel_clc_contig_2317","grey60"
"765","Phel_clc_contig_3490","cyan"
"766","Phel_clc_contig_4300","purple"
"767","Phel_clc_contig_2842","lightcyan"
"768","Phel_clc_contig_1442","blue"
"769","Phel_clc_contig_194","blue"
"770","Phel_clc_contig_5770","grey60"
"771","Phel_clc_contig_2739","lightyellow"
"772","Phel_clc_contig_6787","blue"
"773","Phel_clc_contig_8026","darkred"
"774","Phel_clc_contig_2346","lightcyan"
"775","Phel_clc_contig_7133","lightcyan"
"776","Phel_clc_contig_13487","turquoise"
"777","Phel_clc_contig_17009","grey60"
"778","Phel_clc_contig_3793","royalblue"
"779","Phel_clc_contig_9841","grey60"
"780","Phel_clc_contig_1456","darkred"
"781","Phel_clc_contig_3209","blue"
"782","Phel_clc_contig_8574","purple"
"783","Phel_clc_contig_5521","royalblue"
"784","Phel_clc_contig_4060","royalblue"
"785","Phel_clc_contig_7276","royalblue"
"786","Phel_clc_contig_8751","lightcyan"
"787","Phel_clc_contig_14362","lightyellow"
"788","Phel_clc_contig_1756","cyan"
"789","Phel_clc_contig_19144","blue"
"790","Phel_clc_contig_2142","blue"
"791","Phel_clc_contig_3948","cyan"
"792","Phel_clc_contig_1813","cyan"
"793","Phel_clc_contig_2182","blue"
"794","Phel_clc_contig_14147","cyan"
"795","Phel_clc_contig_4693","cyan"
"796","Phel_clc_contig_11649","blue"
"797","Phel_clc_contig_4230","cyan"
"798","Phel_clc_contig_8219","brown"
"799","Phel_clc_contig_7676","blue"
"800","Phel_clc_contig_6415","grey60"
"801","Phel_clc_contig_9078","grey60"
"802","Phel_clc_contig_12557","lightyellow"
"803","Phel_clc_contig_2003","blue"
"804","Phel_clc_contig_3549","blue"
"805","Phel_clc_contig_7219","blue"
"806","Phel_clc_contig_1076","brown"
"807","Phel_clc_contig_2830","brown"
"808","Phel_clc_contig_2018","brown"
"809","Phel_clc_contig_3568","brown"
"810","Phel_clc_contig_1317","brown"
"811","Phel_clc_contig_6240","lightcyan"
"812","Phel_clc_contig_277","lightcyan"
"813","Phel_clc_contig_2339","brown"
"814","Phel_clc_contig_451","brown"
"815","Phel_clc_contig_2569","lightcyan"
"816","Phel_clc_contig_4297","lightcyan"
"817","Phel_clc_contig_1117","brown"
"818","Phel_clc_contig_7409","brown"
"819","Phel_clc_contig_263","brown"
"820","Phel_clc_contig_6044","tan"
"821","Phel_clc_contig_18679","blue"
"822","Phel_clc_contig_4645","blue"
"823","Phel_clc_contig_8599","lightyellow"
"824","Phel_clc_contig_2080","blue"
"825","Phel_clc_contig_8438","blue"
"826","Phel_clc_contig_7407","cyan"
"827","Phel_clc_contig_3298","lightcyan"
"828","Phel_clc_contig_619","lightcyan"
"829","Phel_clc_contig_8354","lightcyan"
"830","Phel_clc_contig_3927","tan"
"831","Phel_clc_contig_7888","cyan"
"832","Phel_clc_contig_1312","brown"
"833","Phel_clc_contig_6632","brown"
"834","Phel_clc_contig_122","brown"
"835","Phel_clc_contig_2925","brown"
"836","Phel_clc_contig_6711","brown"
"837","Phel_clc_contig_345","brown"
"838","Phel_clc_contig_5539","brown"
"839","Phel_clc_contig_2597","brown"
"840","Phel_clc_contig_3790","black"
"841","Phel_clc_contig_1529","tan"
"842","Phel_clc_contig_2355","brown"
"843","Phel_clc_contig_522","midnightblue"
"844","Phel_clc_contig_1544","brown"
"845","Phel_clc_contig_829","brown"
"846","Phel_clc_contig_3559","blue"
"847","Phel_clc_contig_3866","blue"
"848","Phel_clc_contig_813","brown"
"849","Phel_clc_contig_958","brown"
"850","Phel_clc_contig_14596","lightyellow"
"851","Phel_clc_contig_16634","blue"
"852","Phel_clc_contig_2347","blue"
"853","Phel_clc_contig_17377","cyan"
"854","Phel_clc_contig_787","blue"
"855","Phel_clc_contig_6638","cyan"
"856","Phel_clc_contig_2775","cyan"
"857","Phel_clc_contig_367","cyan"
"858","Phel_clc_contig_3683","cyan"
"859","Phel_clc_contig_5862","cyan"
"860","Phel_clc_contig_6852","cyan"
"861","Phel_clc_contig_5652","royalblue"
"862","Phel_clc_contig_1945","red"
"863","Phel_clc_contig_8954","royalblue"
"864","Phel_clc_contig_6506","royalblue"
"865","Phel_clc_contig_8593","cyan"
"866","Phel_clc_contig_10295","black"
"867","Phel_clc_contig_4124","midnightblue"
"868","Phel_clc_contig_6564","brown"
"869","Phel_clc_contig_13573","green"
"870","Phel_clc_contig_7479","midnightblue"
"871","Phel_clc_contig_1077","midnightblue"
"872","Phel_clc_contig_671","cyan"
"873","Phel_clc_contig_5382","cyan"
"874","Phel_clc_contig_5845","cyan"
"875","Phel_clc_contig_18668","blue"
"876","Phel_clc_contig_3910","blue"
"877","Phel_clc_contig_24521","blue"
"878","Phel_clc_contig_3205","blue"
"879","Phel_clc_contig_2987","blue"
"880","Phel_clc_contig_12930","blue"
"881","Phel_clc_contig_7815","blue"
"882","Phel_clc_contig_4784","black"
"883","Phel_clc_contig_5083","black"
"884","Phel_clc_contig_18398","midnightblue"
"885","Phel_clc_contig_2459","midnightblue"
"886","Phel_clc_contig_4490","lightgreen"
"887","Phel_clc_contig_5957","lightgreen"
"888","Phel_clc_contig_1788","yellow"
"889","Phel_clc_contig_107","lightyellow"
"890","Phel_clc_contig_6385","yellow"
"891","Phel_clc_contig_1669","black"
"892","Phel_clc_contig_401","black"
"893","Phel_clc_contig_2231","black"
"894","Phel_clc_contig_4415","greenyellow"
"895","Phel_clc_contig_6936","tan"
"896","Phel_clc_contig_13686","lightyellow"
"897","Phel_clc_contig_4103","midnightblue"
"898","Phel_clc_contig_7020","lightyellow"
"899","Phel_clc_contig_907","salmon"
"900","Phel_clc_contig_12110","lightgreen"
"901","Phel_clc_contig_2495","salmon"
"902","Phel_clc_contig_2254","lightgreen"
"903","Phel_clc_contig_6286","greenyellow"
"904","Phel_clc_contig_5132","salmon"
"905","Phel_clc_contig_4737","greenyellow"
"906","Phel_clc_contig_9469","tan"
"907","Phel_clc_contig_9844","tan"
"908","Phel_clc_contig_998","greenyellow"
